totalRows,IncidentNumber,IncidentDate,IncidentTime,Exposures,Patients,Address,IncidentType,Complete,Reviewed,TypeOfServiceRequested,SupervisorLock,StationNumber,RunNumber,Imported,Latitude,Longitude
2094,2017-16963,11/12/2017,17:59:44,1,0,"2401 N GALE AVE  
peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.716305,-89.618058
2094,2017-16910,11/11/2017,16:34:32,1,0,"3441 W OAKCREST DR  # 1B
Peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,10,2.02E+11,FALSE,40.7197543,-89.6463788
2094,2017-16874,11/10/2017,17:24:33,1,0,"3319 W WOODHILL LN  
Peoria IL 61604
",111 - Building fire,TRUE,TRUE,,TRUE,19,2.02E+11,FALSE,40.7243157,-89.6472556
2094,2017-16871,11/10/2017,16:09:04,1,0,"1524 W DAYTONA DR  
Peoria IL 61614
",111 - Building fire,TRUE,TRUE,,TRUE,19,2.02E+11,FALSE,40.7575529,-89.6168309
2094,2017-16694,11/7/2017,3:16:15,1,0,"3611 N ROCHELLE LN  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,13,2.02E+11,FALSE,40.7315249,-89.6446604
2094,2017-16533,11/4/2017,12:09:46,1,0,"126 E LAKE AVE  # B1
Peoria IL 61614
",111 - Building fire,TRUE,TRUE,,TRUE,10,2.02E+11,FALSE,40.7393693,-89.5923113
2094,2017-16370,11/1/2017,13:24:58,1,0,"805 E REPUBLIC ST  # Dnst
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.713674,-89.5836978
2094,2017-16217,10/29/2017,23:01:59,1,0,"331  FULTON ST  
Peoria IL 61601
100 SW Adams","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.691568,-89.59201
2094,2017-16189,10/29/2017,9:31:30,1,0,"2825 W HUMBOLDT ST  
peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.672552,-89.638186
2094,2017-16094,10/27/2017,8:57:47,1,0,"2601 W RESERVOIR BLVD  
peoria IL 61613
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,11,2.02E+11,FALSE,40.732987,-89.634105
2094,2017-16073,10/26/2017,18:42:07,1,0,"2615 W LATROBE ST  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,TRUE,8,2.02E+11,FALSE,40.673398,-89.634878
2094,2017-15939,10/24/2017,11:10:23,1,0,"1500 W NORTHMOOR RD  
Peoria IL 61614
",111 - Building fire,TRUE,TRUE,,FALSE,16,2.02E+11,FALSE,40.76024,-89.615795
2094,2017-15435,10/14/2017,17:49:18,1,0,"615 NE PERRY AVE  
Peoria IL 61605
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.700168,-89.587219
2094,2017-15333,10/12/2017,23:04:23,1,0,"409 E EMBERT PL  
Peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.730444,-89.588112
2094,2017-15255,10/11/2017,12:33:35,1,0,"4441 W CASTLETON RD  
peoria IL 61615
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,19,2.02E+11,FALSE,40.758722,-89.664482
2094,2017-15231,10/11/2017,1:07:05,1,0,"601 W RB GARRETT AVE  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.69437,-89.601946
2094,2017-14808,10/4/2017,2:30:02,1,0,"1538 W MILLMAN ST  
peoria IL 61605
",112 - Fires in structure other than in a building,TRUE,TRUE,,TRUE,8,2.02E+11,FALSE,40.682974,-89.617969
2094,2017-14702,10/2/2017,3:29:19,1,0,"709 E RAVINE AVE  
peoria IL 61613
",111 - Building fire,TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.708676,-89.585596
2094,2017-14689,10/1/2017,22:49:27,1,0,"701  FAIRHOLM AVE  
peoria IL 61615
",111 - Building fire,TRUE,TRUE,,FALSE,12,2.02E+11,FALSE,40.717065,-89.564258
2094,2017-14623,9/30/2017,19:43:28,1,0,"5408 W RACHAEL DR  
Peoria IL 61615
",111 - Building fire,TRUE,TRUE,,TRUE,16,2.02E+11,FALSE,40.755969,-89.678338
2094,2017-14543,9/29/2017,12:59:13,1,0,"2601 W RESERVOIR BLVD  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,13,2.02E+11,FALSE,40.732987,-89.634105
2094,2017-14448,9/27/2017,17:39:20,1,0,"337 W STONEGATE RD  
peoria IL 61613
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,16,2.02E+11,FALSE,40.741958,-89.597236
2094,2017-14388,9/26/2017,19:55:18,1,0,"2107 W LINCOLN AVE  
Peoria IL 61605
",111 - Building fire,TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.681541,-89.62631
2094,2017-14272,9/24/2017,15:40:09,1,0,"1205 W MC CLURE AVE  
Peoria City (Township of) IL 61603
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.718044,-89.61159
2094,2017-14236,9/23/2017,17:42:02,1,0,"2615 W GARDEN ST  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,FALSE,8,2.02E+11,FALSE,40.676145,-89.634747
2094,2017-14197,9/23/2017,2:25:04,1,0,"1720 W BRADLEY AVE  
Peoria IL 61606
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,FALSE,8,2.02E+11,FALSE,40.6962034,-89.6211
2094,2017-14185,9/22/2017,19:56:37,1,0,"331  FULTON ST  
Peoria IL 61603
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.691568,-89.59201
2094,2017-14089,9/20/2017,22:37:46,1,0,"4306 W CASTLETON RD  
peoria IL 61614
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,19,2.02E+11,FALSE,40.758904,-89.661495
2094,2017-14071,9/20/2017,19:03:54,1,0,"915 S WARREN ST  
Peoria IL 61604
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.6787165,-89.6185715
2094,2017-14063,9/20/2017,12:17:00,2,0,"512  Cornhill ST  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.7065706,-89.5727848
2094,2017-14026,9/19/2017,23:28:58,1,0,"2401 N GALE AVE  # B4
peoria IL 61603
",111 - Building fire,TRUE,TRUE,,TRUE,8,2.02E+11,FALSE,40.716305,-89.618058
2094,2017-13967,9/19/2017,3:47:59,1,0,"2000 W BUTLER ST  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.683824,-89.62473
2094,2017-13952,9/18/2017,17:55:15,1,0,"3443 W OAKCREST DR  # 1B
Peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,13,2.02E+11,FALSE,40.719787,-89.646397
2094,2017-13921,9/18/2017,8:21:04,1,0,"119 SW ADAMS ST  
peoria IL 61602
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.691332,-89.590599
2094,2017-13865,9/17/2017,3:29:00,2,0,"1614 S WESTMORELAND AVE  
peoria IL 61605
",111 - Building fire,TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.6696,-89.62893
2094,2017-13856,9/17/2017,0:55:18,1,0,"7723 N UNIVERSITY ST  
Peoria IL 61615
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,15,2.02E+11,FALSE,40.782054,-89.622156
2094,2017-13724,9/14/2017,22:55:53,1,0,"926  MAIN ST  
Peoria IL 61603
",111 - Building fire,TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.6986351,-89.5962066
2094,2017-13608,9/12/2017,18:53:47,1,0,"609 W HILLYER PL  
peoria IL 61602
",111 - Building fire,TRUE,TRUE,,FALSE,8,2.02E+11,FALSE,40.695893,-89.601679
2094,2017-13590,9/12/2017,13:26:16,1,0,"2615 W MALONE AVE  
peoria IL 61605
",111 - Building fire,TRUE,TRUE,,TRUE,3,2.02E+11,FALSE,40.67524,-89.634778
2094,2017-13540,9/11/2017,17:04:24,1,0,"2523 W CARLISLE LN  
peoria IL 61615
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,20,2.02E+11,FALSE,40.822191,-89.631522
2094,2017-13508,9/11/2017,10:32:49,1,0,"5708 N BILTMORE AVE  
Peoria IL 61614
fairlawn","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,16,2.02E+11,FALSE,40.756758,-89.604125
2094,2017-13475,9/10/2017,13:51:24,1,0,"1314 N NORTH ST  
Peoria IL 61604
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.703879,-89.598636
2094,2017-13470,9/10/2017,10:30:04,1,0,"1914 W MARTIN ST  
peoria IL 61605
",111 - Building fire,TRUE,TRUE,,FALSE,8,2.02E+11,FALSE,40.685719,-89.623971
2094,2017-13403,9/8/2017,23:01:18,1,0,"1321 S STANLEY ST  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,FALSE,8,2.02E+11,FALSE,40.673137,-89.631873
2094,2017-13381,9/8/2017,19:04:04,1,0,"1101 SW JEFFERSON AVE  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,TRUE,8,2.02E+11,FALSE,40.685091,-89.60342
2094,2017-13269,9/6/2017,17:08:09,1,0,"6225 N HAMILTON RD  
Peoria IL 61614
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,16,2.02E+11,FALSE,40.763087,-89.627554
2094,2017-13210,9/5/2017,11:55:31,1,0,"1520 W SMITH ST  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.68662,-89.6169187
2094,2017-13193,9/5/2017,4:24:10,1,0,"3441 W OAKCREST DR  
Peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,13,2.02E+11,FALSE,40.719754,-89.646379
2094,2017-13173,9/4/2017,19:03:38,1,0,"1505 N PEORIA AVE  
Peoria IL 61603
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.705461,-89.5924
2094,2017-13053,9/2/2017,15:42:52,1,0,"3723 W CARMEL AVE  
peoria IL 61615
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,19,2.02E+11,FALSE,40.760042,-89.652674
2094,2017-12782,8/29/2017,0:36:39,1,0,"2813 W PARKRIDGE DR  
Peoria IL 61604
",111 - Building fire,TRUE,TRUE,,FALSE,13,2.02E+11,FALSE,40.72083,-89.637224
2094,2017-12703,8/27/2017,10:26:03,1,0,"907 E ARCADIA AVE  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,TRUE,10,2.02E+11,FALSE,40.715335,-89.581998
2094,2017-12620,8/25/2017,20:44:16,1,0,"1216 W GLEN AVE  
Peoria IL 61614
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,10,2.02E+11,FALSE,40.746721,-89.611467
2094,2017-12571,8/24/2017,20:44:01,1,0,"2725 W MONTANA ST  
peoria IL 61605
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.663207,-89.635999
2094,2017-12486,8/23/2017,11:35:19,1,0,"3453 W SUNBURST LN  # C2
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,TRUE,13,2.02E+11,FALSE,40.718193,-89.645595
2094,2017-12475,8/23/2017,6:49:15,1,0,"2724 W STARR ST  
Peoria IL 61605
",111 - Building fire,TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.673997,-89.63671
2094,2017-12466,8/23/2017,3:18:57,1,0,"3443 W OAKCREST DR  # 1b
Peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,3,2.02E+11,FALSE,40.719787,-89.646397
2094,2017-12351,8/21/2017,5:10:46,2,0,"2623 W GARDEN ST  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.6761216,-89.6349655
2094,2017-12239,8/18/2017,20:41:17,1,0,"4010 N BRANDYWINE DR  # 701
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,TRUE,11,2.02E+11,FALSE,40.738344,-89.622669
2094,2017-12212,8/18/2017,11:48:46,1,0,"6823 N TERRA VISTA DR  # 706
peoria IL 61604
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,13,2.02E+11,FALSE,40.771038,-89.630326
2094,2017-12127,8/16/2017,18:53:31,1,0,"1625 N BOURLAND AVE  
Peoria IL 61604
donald",112 - Fires in structure other than in a building,TRUE,TRUE,,TRUE,3,2.02E+11,FALSE,40.707942,-89.610393
2094,2017-12059,8/15/2017,18:08:15,1,0,"4807 W GLADSTONE PL  
peoria IL 61614
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,20,2.02E+11,FALSE,40.760285,-89.668423
2094,2017-11965,8/14/2017,8:40:13,1,0,"1429 W ANTOINETTE ST  
Peoria IL 61605
",111 - Building fire,TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.677874,-89.616532
2094,2017-11918,8/13/2017,17:21:39,1,0,"3465 N UNIVERSITY ST  
peoria IL 61604
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,11,2.02E+11,FALSE,40.730609,-89.614151
2094,2017-11886,8/13/2017,3:21:34,1,0,"1046 W LINCOLN AVE  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.681191,-89.611189
2094,2017-11862,8/12/2017,20:06:10,1,0,"306 NE LAKE VIEW AVE  
Peoria IL 61603
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,12,2.02E+11,FALSE,40.716547,-89.566694
2094,2017-11806,8/11/2017,19:44:50,1,0,"1026 S SHELLEY ST  
Peoria IL 61601
",111 - Building fire,TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.6764887,-89.61737
2094,2017-11662,8/9/2017,14:26:29,1,0,"722 E ILLINOIS AVE  
Peoria IL 61603
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,10,2.02E+11,FALSE,40.7059535,-89.5852202
2094,2017-11645,8/9/2017,5:26:14,1,0,"919 W THIRD AVE  
Peoria IL 61605
",111 - Building fire,TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.6913285,-89.6080207
2094,2017-11609,8/8/2017,12:14:49,1,0,"428 W VIRGINIA AVE  
Peoria IL 61603
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,10,2.02E+11,FALSE,40.718458,-89.599787
2094,2017-11574,8/7/2017,18:35:18,1,0,"2886 W WILLOW KNOLLS RD  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,16,2.02E+11,FALSE,40.7758897,-89.6364897
2094,2017-11474,8/6/2017,3:52:34,1,0,"1020 S GREENLAWN AVE  
peoria IL 61615
",111 - Building fire,TRUE,TRUE,,FALSE,1,2.02E+11,FALSE,40.676737,-89.621593
2094,2017-11456,8/5/2017,19:23:48,1,0,"4010 N BRANDYWINE DR  
Peoira IL 61615
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,3,2.02E+11,FALSE,40.738344,-89.622669
2094,2017-11447,8/5/2017,14:56:02,1,0,"1811 N BROADWAY ST  
Peoria IL 61606
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,FALSE,3,2.02E+11,FALSE,40.7098948,-89.6075513
2094,2017-11395,8/4/2017,11:33:04,1,0,"2009 W STARR ST  
peoria IL 61605
",111 - Building fire,TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.674256,-89.624911
2094,2017-11385,8/4/2017,10:03:38,1,0,"1215 W GIFT AVE  
Peoria IL 61604
",111 - Building fire,TRUE,TRUE,,FALSE,3,2.02E+11,FALSE,40.719914,-89.612082
2094,2017-11300,8/2/2017,19:11:38,1,0,"700 W MC CLURE AVE  
peoria IL 61604
2400 N. Sheridan Rd","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,3,2.02E+11,FALSE,40.7177461,-89.6034249
2094,2017-11224,8/1/2017,16:45:50,1,0,"2704 W GARDEN ST  
peoria IL 61605
",111 - Building fire,TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.6757712,-89.6356477
2094,2017-11165,7/31/2017,16:40:53,1,0,"1607 W LINCOLN AVE  
Peoria IL 61605
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.681542,-89.618868
2094,2017-11094,7/30/2017,14:11:45,1,0,"5327 N ISABELL AVE  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,16,2.02E+11,FALSE,40.752442,-89.608747
2094,2017-11035,7/29/2017,12:35:06,1,0,"4011 W CRIMSON RD  
Peoria IL 61615
",111 - Building fire,TRUE,TRUE,,TRUE,20,2.02E+11,FALSE,40.815758,-89.654872
2094,2017-10989,7/28/2017,15:00:05,1,0,"210 S WESTERN AVE  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.6865865,-89.6222274
2094,2017-10926,7/27/2017,13:25:16,1,0,"1804 W BUTLER ST  
Peoria IL 61605
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.683871,-89.620869
2094,2017-10873,7/26/2017,12:24:53,1,0,"2605 N PROSPECT RD  
peoria IL 61603
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,1,2.02E+11,FALSE,40.718689,-89.576955
2094,2017-100002,7/25/2017,9:00:00,1,0,"1 W Butler ST  
Peoria IL 61601
macauthur",111 - Building fire,TRUE,TRUE,,TRUE,1,,FALSE,40.6840601,-89.6194999
2094,2017-10790,7/24/2017,20:43:22,1,0,"1820 W MILLMAN ST  
Peoria IL 61603
",111 - Building fire,TRUE,TRUE,,FALSE,4,2.02E+11,FALSE,40.6829603,-89.6218684
2094,2017-10756,7/24/2017,9:23:05,1,0,"814 N TOBIAS LN  
peoria IL 61606
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,FALSE,3,2.02E+11,FALSE,40.698466,-89.616792
2094,2017-10724,7/23/2017,11:48:23,1,0,"3035 W MEIDROTH ST  
peoria IL 61603
","113 - Cooking fire, confined to container",TRUE,TRUE,,TRUE,4,2.02E+11,FALSE,40.66535,-89.642
2094,2017-10676,7/22/2017,13:15:23,1,0,"8416 N DUNDEE RD  
Peoria IL 61601
","118 - Trash or rubbish fire, contained",TRUE,TRUE,,TRUE,15,2.02E+11,FALSE,40.789481,-89.606384
